Timestamp,Transaction_Type,Wallet_Balance,Network_Congestion,Transaction_Fee,Transaction_Amount,Gas_Fee,Hash_Rate,Block_Time
1/1/2022 2:42,Buy,82551.32142,61.78010659,12.2097178,594.9420807,6.885549955,83.35301961,8.577428489
1/1/2022 2:43,Sell,83054.31062,40.49992769,11.12817172,508.7551241,5.76593134,104.3037888,12.25591325
1/1/2022 2:44,Buy,83427.15985,56.75437281,11.68376647,377.4564481,4.607215221,99.57398072,10.20965561
1/1/2022 2:45,Sell,84005.42472,60.06719959,10.35630441,584.4362976,6.171429186,103.8828881,8.013485565
1/1/2022 2:46,Sell,84399.7718,41.75618001,10.55703813,399.9784653,5.63138208,111.1597653,9.330756788
1/1/2022 2:47,Buy,84741.4617,39.5163478,7.930998967,345.5228903,3.832988073,90.79461837,8.240885805
1/1/2022 2:48,Buy,85353.83678,30.90832959,11.37306647,618.8029792,6.427896898,83.79725898,9.399986682
1/1/2022 2:49,Buy,85880.05514,50.49786912,10.02522576,531.6942612,5.475901286,111.0619147,11.75101831
1/1/2022 2:50,Sell,86466.0273,52.42895718,11.82379315,592.0858824,6.113722779,90.01515355,10.50454156
1/1/2022 2:51,Buy,86993.73836,50.93012356,8.146577958,531.8727653,4.161710372,93.13780486,14.57120236
1/1/2022 2:52,Sell,87572.79392,51.7471874,13.4993327,585.6830612,6.627503666,102.0462089,10.75185485
1/1/2022 2:53,Sell,88003.47282,47.05942065,9.863971339,434.8974407,4.218534673,93.13898179,8.17281098
1/1/2022 2:54,Sell,88394.26087,31.55862842,9.316021454,396.5757158,5.787672256,84.07789372,11.61948146
1/1/2022 2:55,Sell,88956.81437,43.43544442,9.844479334,568.1594518,5.605944048,100.3418977,12.15986243
1/1/2022 2:56,Buy,89371.8559,36.25204987,9.012942092,419.6590336,4.61750862,92.18515341,12.18833398
1/1/2022 2:57,Sell,89798.34387,47.04942559,7.976320768,431.0450222,4.557052409,105.9785988,7.811518094
1/1/2022 2:58,Buy,90248.87171,44.08836168,10.28728474,454.4467496,3.918910461,94.93923444,9.704725171
1/1/2022 2:59,Buy,90744.61001,40.00308851,10.30083121,501.7479159,6.009615988,93.11553861,12.26362391
1/1/2022 3:00,Sell,91202.65955,39.54703692,11.01501062,464.6006089,6.551069729,97.89999461,6.630542082
1/1/2022 3:01,Buy,91561.55415,41.76573001,7.496507889,362.5048707,3.610271487,110.5215348,9.001166478
1/1/2022 3:02,Buy,91993.1364,36.92845453,9.110586563,435.6381597,4.055902812,109.0790408,7.146124629
1/1/2022 3:03,Sell,92268.37452,54.51952657,7.206019823,277.6596848,2.421568117,89.06773818,8.13485954
1/1/2022 3:04,Buy,92827.1648,61.58904437,8.824128842,562.5231451,3.732869558,127.9970765,7.975085695
1/1/2022 3:05,Buy,93163.7389,44.72744385,8.791308728,339.7942344,3.220129201,96.74223675,12.50113967
1/1/2022 3:06,Buy,93549.15395,54.14410508,8.620176405,389.5616661,4.146614777,88.47584271,9.53092393
1/1/2022 3:07,Sell,94048.26354,59.80681361,10.82206454,505.2165079,6.106923004,108.8823199,8.273288837
1/1/2022 3:08,Sell,94469.08675,67.84755124,9.27791609,426.0437004,5.220484745,96.38327543,7.928788537
1/1/2022 3:09,Sell,95117.2617,39.85470265,8.696204543,654.3014595,6.126515513,121.5371951,10.28333433
1/1/2022 3:10,Sell,95484.54569,55.71220772,8.312160661,370.714309,3.430320096,108.4740836,9.977728745
1/1/2022 3:11,Sell,96004.85982,44.01947234,9.924209874,526.7050869,6.390956175,98.01280154,12.68814875
1/1/2022 3:12,Sell,96496.14428,55.02962038,10.78051908,496.0717182,4.787253285,115.7530688,11.00003339
1/1/2022 3:13,Sell,96876.01305,49.38714558,8.518447582,383.1906502,3.321876963,108.4911521,7.136404444
1/1/2022 3:14,Sell,97421.42492,57.62450503,12.28440173,552.3276661,6.91579511,87.71104803,8.742038585
1/1/2022 3:15,Sell,97898.40425,36.7736935,10.54707988,482.8453669,5.866039336,108.8839411,12.14014502
1/1/2022 3:16,Sell,98469.79273,45.65388799,9.423713502,577.1790551,5.790582343,94.83512558,8.757834605
1/1/2022 3:17,Sell,99046.91341,56.05646636,11.25271792,582.3504154,5.229726706,99.16673715,13.46914435
1/1/2022 3:18,Sell,99758.08565,49.50150052,10.47508995,716.3235949,5.15135563,101.3105445,7.803421137
1/1/2022 3:19,Sell,100384.8122,46.21624531,10.81029398,633.6527949,6.926231555,91.20903988,11.14522671
1/1/2022 3:20,Buy,100844.1596,34.98109706,9.829282401,463.0818162,3.73444844,86.66657721,8.277568893
1/1/2022 3:21,Buy,101317.4238,50.62800979,7.081907381,476.0620822,2.797888813,103.6778401,8.980809734
1/1/2022 3:22,Sell,101919.7053,56.26526221,13.58781465,609.9659596,7.684480123,86.11766501,12.1971633
1/1/2022 3:23,Sell,102478.9284,58.33397842,11.94679724,565.5263731,6.303231522,74.24797373,9.745865674
1/1/2022 3:24,Sell,103038.4404,53.14048011,9.385525561,564.0131526,4.501123333,91.63894396,11.62690449
1/1/2022 3:25,Buy,103374.5762,50.42472266,8.224412105,338.3043956,2.168642573,103.3109242,10.94658119
1/1/2022 3:26,Buy,103866.2969,30.39994293,11.47225179,497.5673876,5.846635658,97.30118866,11.50773137
1/1/2022 3:27,Sell,104289.1098,65.05357851,6.555717398,426.1969091,3.383998474,112.6713094,8.223623578
1/1/2022 3:28,Buy,104810.5262,30.21986092,12.46246045,527.9924599,6.576074467,101.837535,9.556851204
1/1/2022 3:29,Buy,105295.1929,44.1423238,12.77134477,490.184961,5.518308923,92.33690348,10.84850524
1/1/2022 3:30,Sell,105879.764,56.84142031,12.43625518,591.0178908,6.446775429,95.6041645,8.301854255
1/1/2022 3:31,Buy,106405.7639,56.11468374,10.81611966,531.7218215,5.721913671,85.63458641,13.25900009
1/1/2022 3:32,Sell,106978.4189,36.98094753,11.0337396,578.6327962,5.977778834,110.8579722,8.445543916
1/1/2022 3:33,Buy,107426.3629,52.54006709,9.770338288,453.3580903,5.414092102,86.18899914,9.399992846
1/1/2022 3:34,Sell,107828.3168,59.12783244,8.082046843,405.5553744,3.601473382,90.79592368,7.98688187
1/1/2022 3:35,Sell,108282.6359,54.41786516,9.56454945,458.9950307,4.67590228,98.3971378,5.71338387
1/1/2022 3:36,Sell,108775.199,62.83641438,10.13952107,498.2979586,5.734926174,100.0235326,13.59383705
1/1/2022 3:37,Buy,109307.172,51.03996579,10.97269256,537.9151736,5.942141454,84.97349636,9.591322126
1/1/2022 3:38,Sell,110027.0386,62.14031865,13.10397973,725.9308951,6.064322145,90.94464205,9.104170323
1/1/2022 3:39,Buy,110518.3555,44.45070254,8.525003232,495.7742848,4.457333181,102.650406,9.602569877
1/1/2022 3:40,Buy,110918.4642,45.01449125,10.49683731,404.4055,4.296858505,111.2972336,12.83972794
1/1/2022 3:41,Sell,111379.62,56.29250115,9.09544027,465.4018224,4.246003515,103.4900356,8.069786784
1/1/2022 3:42,Sell,111826.9493,53.68586984,11.23944646,453.6404025,6.311062586,99.74190238,11.35913573
1/1/2022 3:43,Buy,112370.0092,61.15714449,9.96811529,548.1481474,5.088328279,84.37591266,9.152423503
1/1/2022 3:44,Buy,112712.6325,65.5233757,9.980632004,345.9202986,3.296984538,93.82657653,8.806658289
1/1/2022 3:45,Sell,113213.126,26.79498291,10.45079057,506.3261994,5.832692172,105.2149424,11.13411643
1/1/2022 3:46,Sell,113723.2896,55.883347,11.52925148,515.6506538,5.487039281,110.8094667,11.97648115
1/1/2022 3:47,Buy,114241.4208,33.25641093,11.32647707,523.2181036,5.086906579,108.8937591,8.972194099
1/1/2022 3:48,Sell,114678.043,36.19197008,7.545318105,440.2683931,3.646190402,101.3807164,8.462301681
1/1/2022 3:49,Buy,115149.1872,38.51358279,10.39955139,476.207827,5.063592328,112.0460047,7.661808505
1/1/2022 3:50,Buy,115502.1661,45.45903924,9.973397733,357.5939091,4.615035531,128.8146071,12.20700753
1/1/2022 3:51,Sell,115947.8483,47.06718214,10.29460309,450.6680117,4.985775341,94.06138085,8.84948801
1/1/2022 3:52,Sell,116389.8832,39.06196603,7.90097602,445.7138524,3.678955003,92.36884205,6.301738545
1/1/2022 3:53,Buy,116924.3354,62.47065832,12.39970518,541.6050046,7.152825003,115.1848293,12.81990428
1/1/2022 3:54,Sell,117306.3199,51.48308321,7.342495416,384.3817568,2.397239678,102.3546453,7.260280996
1/1/2022 3:55,Buy,117880.2412,36.07457368,8.012715375,578.1198102,4.19851246,101.1230769,11.55892106
1/1/2022 3:56,Sell,118522.2346,41.66883483,11.68329575,649.4484544,7.455041769,103.9237433,10.36685729
1/1/2022 3:57,Buy,118812.0803,47.33336853,7.517150335,293.0014975,3.155855454,93.45513495,10.57583086
1/1/2022 3:58,Buy,119349.8294,65.05708926,10.4370008,542.6258731,4.876760184,89.65204715,8.831249449
1/1/2022 3:59,Buy,119912.9419,41.9311939,11.34085265,567.6908035,4.578337307,92.2285249,10.73118292
1/1/2022 4:00,Buy,120342.5148,39.11410166,11.61697423,436.2562974,6.683362814,112.4594626,6.664440214
1/1/2022 4:01,Buy,120798.0678,73.9160098,8.411092623,460.2728186,4.719819058,85.63359335,11.1760755
1/1/2022 4:02,Sell,121279.3784,45.95761591,9.77025685,486.7119422,5.401320593,104.9865465,13.11402008
